GTA SA MEMORY FUNCTIONS/MEMORY ADDRESS research

(offsets) for GTA SA PC only!! (see notes at bottom of file incase you happen to see some mobile-related stuff come across..)

  Address            FUNCTION
 0001:00256770       CTaskComplexMoveBackAndJump::CreateNextSubTask(CPed *)
 0001:002567C0       CTaskComplexMoveBackAndJump::CreateFirstSubTask(CPed *)
 0001:002567D0       CTaskComplexEvasiveCower::~CTaskComplexEvasiveCower()
 0001:002569F0       CTaskComplexWalkRoundFire::~CTaskComplexWalkRoundFire()
 0001:00256A10       CTaskSimpleHitHead::ProcessPed(CPed *)
 0001:00256A60       CTaskSimpleEvasiveStep::ProcessPed(CPed *)
 0001:00256AC0       CTaskSimpleEvasiveDive::ProcessPed(CPed *)
 0001:00256AF0       CTaskComplexHitPedWithCar::CreateNextSubTask(CPed *)
 0001:00256B60       CTaskComplexWalkRoundCar::~CTaskComplexWalkRoundCar()
 0001:00257020       CTaskComplexWalkRoundBuildingAttempt::ControlSubTask(CPed *)
 0001:00257200       CTaskComplexWalkRoundCar::CreateFirstSubTask(CPed *)
 0001:002574E0       CTaskComplexWalkRoundFire::CreateFirstSubTask(CPed *)
 0001:002575C0       CTaskComplexWalkRoundFire::ControlSubTask(CPed *)
 0001:002577A0       CTaskComplexWanderMedic::Clone(void)
 0001:00257810       CTaskComplexWanderMedic::GetWanderType(void)
 0001:00257820       CTaskComplexWanderMedic::ScanForStuff(CPed *)
 0001:00257830       CTaskComplexWanderMedic::~CTaskComplexWanderMedic()
 0001:00257890       CTaskSimpleGiveCPR::GetTaskType(void)
 0001:002579B0       CTaskSimpleGiveCPR::MakeAbortable(CPed *,int,CEvent const*)
 0001:00257AD0       CTaskComplexTreatAccident::GetTaskType(void)
 0001:00257B90       CTaskComplexTreatAccident::ControlSubTask(CPed *)
 0001:00257C20       CTaskComplexMedicTreatInjuredPed::GetTaskType(void)
 0001:00258230       CTaskComplexPresentIDToCop::GetTaskType(void)
 0001:00258390       CTaskComplexDriveFireTruck::GetTaskType(void)
 0001:00258440       CTaskComplexUseSwatRope::GetTaskType(void)
 0001:00258450       CTaskComplexUseSwatRope::IsInterruptable(CPed const*)
 0001:00258460       CTaskComplexUseSwatRope::AbortUrgently(CPed *)
 0001:00258530       CTaskComplexUseSwatRope::MakeAbortable(CPed *,int,CEvent const*)
 0001:002587A0       CTaskComplexUseWaterCannon::GetTaskType(void)
 0001:002587C0       CTaskComplexUseWaterCannon::CreateNextSubTask(CPed *)
 0001:002587D0       CTaskComplexUseWaterCannon::CreateFirstSubTask(CPed *)
 0001:002588A0       CTaskComplexExtinguishFireOnFoot::GetTaskType(void)
 0001:002588C0       CTaskComplexExtinguishFireOnFoot::CreateNextSubTask(CPed *)
 0001:00258980       CTaskComplexExtinguishFireOnFoot::ControlSubTask(CPed *)
 0001:00258A10       CTaskSimpleGiveCPR::Clone(void)
 0001:00258A90       CTaskComplexTreatAccident::Clone(void)
 0001:00258AF0       CTaskComplexMedicTreatInjuredPed::Clone(void)
 0001:00258B60       CTaskComplexPresentIDToCop::Clone(void)
 0001:00258BC0       CTaskComplexDriveFireTruck::Clone(void)
 0001:00258C30       CTaskComplexUseSwatRope::Clone(void)
 0001:00258D10       CTaskComplexUseWaterCannon::Clone(void)
 0001:00258D70       CTaskComplexExtinguishFireOnFoot::Clone(void)
 0001:00258E10       CTaskSimpleGiveCPR::~CTaskSimpleGiveCPR()
 0001:00258E70       CTaskComplexTreatAccident::~CTaskComplexTreatAccident()
 0001:00258FC0       CTaskComplexMedicTreatInjuredPed::~CTaskComplexMedicTreatInjuredPed()
 0001:00258FE0       CTaskComplexMedicTreatInjuredPed::CreateFirstSubTask(CPed *)
 0001:002590F0       CTaskComplexPresentIDToCop::~CTaskComplexPresentIDToCop()
 0001:00259220       CTaskComplexDriveFireTruck::~CTaskComplexDriveFireTruck()
 0001:002593C0       CTaskComplexUseSwatRope::~CTaskComplexUseSwatRope()
 0001:002593E0       CTaskComplexUseSwatRope::CreateNextSubTask(CPed *)
 0001:00259440       CTaskComplexUseSwatRope::CreateFirstSubTask(CPed *)
 0001:00259460       CTaskComplexUseSwatRope::ControlSubTask(CPed *)
 0001:00259620       CTaskComplexUseWaterCannon::~CTaskComplexUseWaterCannon()
 0001:00259640       CTaskComplexUseWaterCannon::ControlSubTask(CPed *)
 0001:00259700       CTaskComplexExtinguishFireOnFoot::~CTaskComplexExtinguishFireOnFoot()
 0001:00259720       CTaskComplexExtinguishFireOnFoot::CreateFirstSubTask(CPed *)
 0001:002597C0       CTaskSimpleGiveCPR::ProcessPed(CPed *)
 0001:00259830       CTaskComplexTreatAccident::CreateNextSubTask(CPed *)
 0001:002598F0       CTaskComplexTreatAccident::CreateFirstSubTask(CPed *)
 0001:00259990       CTaskComplexMedicTreatInjuredPed::CreateNextSubTask(CPed *)
 0001:00259BF0       CTaskComplexMedicTreatInjuredPed::ControlSubTask(CPed *)
 0001:00259FE0       CTaskComplexPresentIDToCop::CreateNextSubTask(CPed *)
 0001:0025A050       CTaskComplexPresentIDToCop::CreateFirstSubTask(CPed *)
 0001:0025A070       CTaskComplexPresentIDToCop::ControlSubTask(CPed *)
 0001:0025A090       CTaskComplexDriveFireTruck::CreateNextSubTask(CPed *)
 0001:0025A140       CTaskComplexDriveFireTruck::CreateFirstSubTask(CPed *)
 0001:0025A1E0       CTaskComplexDriveFireTruck::ControlSubTask(CPed *)
 0001:0025A350       CTaskComplexWanderFlee::GetWanderType(void)
 0001:0025A380       CTaskComplexWander::ControlSubTask(CPed *)
 0001:0025A400       CTaskComplexFleePoint::GetTaskType(void)
 0001:0025A420       CTaskComplexFleePoint::MakeAbortable(CPed *,int,CEvent const*)
 0001:0025A660       CTaskComplexFleePoint::ControlSubTask(CPed *)
 0001:0025A9C0       CTaskComplexFleeEntity::GetTaskType(void)
 0001:0025AAC0       CTaskComplexFleeEntity::CreateNextSubTask(CPed *)
 0001:0025AB00       CTaskComplexFleeEntity::CreateFirstSubTask(CPed *)
 0001:0025ABB0       CTaskComplexFleeEntity::ControlSubTask(CPed *)
 0001:0025ADA0       CTaskComplexSmartFleePoint::GetTaskType(void)
 0001:0025ADC0       CTaskComplexSmartFleePoint::MakeAbortable(CPed *,int,CEvent const*)
 0001:0025B0C0       CTaskComplexSmartFleePoint::CreateNextSubTask(CPed *)
 0001:0025B140       CTaskComplexSmartFleePoint::CreateFirstSubTask(CPed *)
 0001:0025B1E0       CTaskComplexSmartFleePoint::ControlSubTask(CPed *)
 0001:0025B4C0       CTaskComplexSmartFleeEntity::GetTaskType(void)
 0001:0025B680       CTaskComplexSmartFleeEntity::CreateNextSubTask(CPed *)
 0001:0025B6F0       CTaskComplexSmartFleeEntity::CreateFirstSubTask(CPed *)
 0001:0025B780       CTaskComplexSmartFleeEntity::ControlSubTask(CPed *)
 0001:0025B990       CTaskComplexFleeShooting::GetTaskType(void)
 0001:0025BA00       CTaskComplexFleeShooting::MakeAbortable(CPed *,int,CEvent const*)
 0001:0025BA60       CTaskComplexSmartFleeEntity::CreateNextSubTask(CPed *)
 0001:0025BA70       CTaskComplexFleeShooting::CreateFirstSubTask(CPed *)
 0001:0025BA90       CTaskComplexFleeShooting::ControlSubTask(CPed *)
 0001:0025BD00       CTaskComplexFleeAnyMeans::GetTaskType(void)
 0001:0025BD70       CTaskComplexWanderFlee::Clone(void)
 0001:0025BDE0       CTaskComplexFleePoint::Clone(void)
 0001:0025BE50       CTaskComplexFleeEntity::Clone(void)
 0001:0025BED0       CTaskComplexSmartFleePoint::Clone(void)
 0001:0025BF40       CTaskComplexSmartFleeEntity::Clone(void)
 0001:0025BFB0       CTaskComplexFleeShooting::Clone(void)
 0001:0025C030       CTaskComplexFleeAnyMeans::Clone(void)
 0001:0025C0C0       CTaskComplexWanderFlee::~CTaskComplexWanderFlee()
 0001:0025C0E0       CTaskComplexFleePoint::~CTaskComplexFleePoint()
 0001:0025C100       CTaskComplexFleePoint::CreateFirstSubTask(CPed *)
 0001:0025C150       CTaskComplexFleePoint::CreateNextSubTask(CPed *)
 0001:0025C240       CTaskComplexFleeEntity::~CTaskComplexFleeEntity()
 0001:0025C260       CTaskComplexSmartFleePoint::~CTaskComplexSmartFleePoint()
 0001:0025C280       CTaskComplexSmartFleeEntity::~CTaskComplexSmartFleeEntity()
 0001:0025C2A0       CTaskComplexFleeShooting::~CTaskComplexFleeShooting()
 0001:0025C2C0       CTaskComplexFleeAnyMeans::~CTaskComplexFleeAnyMeans()
 0001:0025C540       CTaskComplexFleeAnyMeans::CreateNextSubTask(CPed *)
 0001:0025C730       CTaskComplexFleeAnyMeans::CreateFirstSubTask(CPed *)
 0001:0025C780       CTaskComplexFleeAnyMeans::ControlSubTask(CPed *)
 0001:0025CF20       CTaskComplexGangLeader::GetTaskType(void)
 0001:0025CFA0       CTaskComplexGangLeader::MakeAbortable(CPed *,int,CEvent const*)
 0001:0025CFF0       CTaskComplexGangLeader::CreateNextSubTask(CPed *)
 0001:0025D1F0       CTaskComplexGangLeader::CreateFirstSubTask(CPed *)
 0001:0025D200       CTaskComplexGangLeader::ScanForStuff(CPed *)
 0001:0025DBA0       CTaskComplexGangFollower::GetTaskType(void)
 0001:0025DC30       CTaskComplexGangFollower::MakeAbortable(CPed *,int,CEvent const*)
 0001:0025DCB0       CTaskComplexGangFollower::Clone(void)
 0001:0025DEE0       CTaskSimpleGoToPointFine::GetTaskType(void)
 0001:0025E450       CTaskComplexTrackEntity::GetTaskType(void)
 0001:0025E4C0       CTaskComplexTrackEntity::MakeAbortable(CPed *,int,CEvent const*)
 0001:0025E4E0       CTaskComplexTrackEntity::Clone(void)
 0001:0025E590       CTaskComplexTrackEntity::CreateNextSubTask(CPed *)
 0001:0025E700       CTaskComplexTrackEntity::CreateFirstSubTask(CPed *)
 0001:0025F300       CTaskComplexStareAtPed::GetTaskType(void)
 0001:0025F390       CTaskComplexStareAtPed::Clone(void)
 0001:0025F420       CTaskComplexStareAtPed::CreateNextSubTask(CPed *)
 0001:0025F510       CTaskComplexStareAtPed::CreateFirstSubTask(CPed *)
 0001:0025F5C0       CTaskComplexStareAtPed::ControlSubTask(CPed *)
 0001:0025F8A0       CTaskSimpleDoHandSignal::GetTaskType(void)
 0001:0025F8C0       CTaskSimpleDoHandSignal::Clone(void)
 0001:0025F930       CTaskSimpleDoHandSignal::MakeAbortable(CPed *,int,CEvent const*)
 0001:0025F940       CTaskSimpleDoHandSignal::ProcessPed(CPed *)
 0001:0025FAA0       CTaskComplexSignalAtPed::GetTaskType(void)
 0001:0025FB30       CTaskComplexSignalAtPed::CreateNextSubTask(CPed *)
 0001:0025FCC0       CTaskComplexSignalAtPed::CreateFirstSubTask(CPed *)
 0001:0025FD80       CTaskComplexSignalAtPed::ControlSubTask(CPed *)
 0001:00260220       CTaskComplexPassObject::GetTaskType(void)
 0001:002602C0       CTaskComplexPassObject::CreateNextSubTask(CPed *)
 0001:002603A0       CTaskComplexPassObject::CreateFirstSubTask(CPed *)
 0001:00260570       CTaskComplexPassObject::ControlSubTask(CPed *)
 0001:00260710       CTaskComplexGangJoinRespond::GetTaskType(void)
 0001:00260790       CTaskComplexGangJoinRespond::MakeAbortable(CPed *,int,CEvent const*)
 0001:002607A0       CTaskComplexGangJoinRespond::CreateNextSubTask(CPed *)
 0001:002608D0       CTaskComplexGangJoinRespond::CreateFirstSubTask(CPed *)
 0001:00260950       CTaskComplexGangJoinRespond::ControlSubTask(CPed *)
 0001:00260AE0       CTaskComplexProstituteSolicit::GetTaskType(void)
 0001:00260B80       CTaskComplexProstituteSolicit::MakeAbortable(CPed *,int,CEvent const*)
 0001:00260EA0       CTaskComplexSeekEntity<CEntitySeekPosCalculatorStandard>::GetTaskType(void)
 0001:00260EB0       CTaskComplexSeekEntity<CEntitySeekPosCalculatorStandard>::MakeAbortable(CPed *,int,CEvent const*)
 0001:00260F10       CTaskComplexSeekEntity<CEntitySeekPosCalculatorStandard>::~CTaskComplexSeekEntity()
 0001:00260FA0       CTaskComplexGangLeader::Clone(void)
 0001:00261040       CTaskSimpleGoToPointFine::Clone(void)
 0001:00261140       CTaskComplexSignalAtPed::Clone(void)
 0001:00261220       CTaskComplexPassObject::Clone(void)
 0001:00261290       CTaskComplexGangJoinRespond::Clone(void)
 0001:002612F0       CTaskComplexProstituteSolicit::Clone(void)
 0001:00261350       CTaskComplexGangLeader::~CTaskComplexGangLeader()
 0001:00261370       CTaskComplexGangLeader::ControlSubTask(CPed *)
 0001:002619F0       CTaskComplexGangFollower::~CTaskComplexGangFollower()
 0001:00261A10       CTaskComplexGangFollower::ControlSubTask(CPed *)
 0001:002624E0       CTaskSimpleGoToPointFine::~CTaskSimpleGoToPointFine()
 0001:00262500       CTaskSimpleGoToPointFine::MakeAbortable(CPed *,int,CEvent const*)
 0001:00262540       CTaskSimpleGoToPointFine::ProcessPed(CPed *)
 0001:00262620       CTaskComplexTrackEntity::~CTaskComplexTrackEntity()
 0001:00262640       CTaskComplexTrackEntity::ControlSubTask(CPed *)
 0001:002627C0       CTaskGangHassleVehicle::ControlSubTask(CPed *)
 0001:00263480       CTaskComplexStareAtPed::~CTaskComplexStareAtPed()
 0001:002634A0       CTaskSimpleDoHandSignal::~CTaskSimpleDoHandSignal()
 0001:002634C0       CTaskComplexSignalAtPed::~CTaskComplexSignalAtPed()
 0001:00263A30       CTaskComplexPassObject::~CTaskComplexPassObject()
 0001:00263A50       CTaskComplexPassObject::MakeAbortable(CPed *,int,CEvent const*)
 0001:00263A80       CTaskComplexGangJoinRespond::~CTaskComplexGangJoinRespond()
 0001:00263AA0       CTaskComplexProstituteSolicit::~CTaskComplexProstituteSolicit()
 0001:00263AF0       CTaskComplexSeekEntity<CEntitySeekPosCalculatorStandard>::Clone(void)
 0001:00264080       CTaskComplexSeekEntity<CEntitySeekPosCalculatorStandard>::CreateNextSubTask(CPed *)
 0001:00264600       CTaskComplexSeekEntity<CEntitySeekPosCalculatorStandard>::CreateFirstSubTask(CPed *)
 0001:00264760       CTaskComplexSeekEntity<CEntitySeekPosCalculatorStandard>::ControlSubTask(CPed *)
 0001:00264E00       CTaskComplexGangFollower::CreateNextSubTask(CPed *)
 0001:00265160       CTaskComplexGangFollower::CreateFirstSubTask(CPed *)
 0001:002656A0       CTaskComplexProstituteSolicit::CreateFirstSubTask(CPed *)
 0001:00265780       CTaskComplexProstituteSolicit::CreateNextSubTask(CPed *)
 0001:002659D0       CTaskComplexProstituteSolicit::ControlSubTask(CPed *)
 0001:00266D40       CTaskSimpleGoToPoint::GetTaskType(void)
 0001:00266D60       CTaskSimpleGoToPoint::MakeAbortable(CPed *,int,CEvent const*)
 0001:00266E60       CTaskSimpleAchieveHeading::GetTaskType(void)
 0001:00266EB0       CTaskSimpleAchieveHeading::MakeAbortable(CPed *,int,CEvent const*)
 0001:00267060       CTaskSimpleAchieveHeading::ProcessPed(CPed *)
 0001:00267230       CTaskComplexGoToPointAndStandStill::GetTaskType(void)
 0001:00267570       CTaskComplexGoToPointAndStandStill::ControlSubTask(CPed *)
 0001:00267640       CTaskComplex::MakeAbortable(CPed *,int,CEvent const*)
 0001:002676A0       CTaskComplexGoToPointAndStandStillTimed::StopTimer(CEvent const*)
 0001:00267860       CTaskComplexGoToPointAiming::GetTaskType(void)
 0001:002679E0       CTaskComplexGoToPointAiming::ControlSubTask(CPed *)
 0001:00267CC0       CTaskComplexGoToPointShooting::GetTaskType(void)
 0001:00267D30       CTaskComplexGoToPointAndStandStillAndAchieveHeading::GetTaskType(void)
 0001:00267E80       CTaskComplexGoToPointAndStandStillAndAchieveHeading::ControlSubTask(CPed *)
 0001:00267EC0       CTaskComplexFollowPointRoute::MakeAbortable(CPed *,int,CEvent const*)
 0001:002684E0       CTaskComplexFollowNodeRoute::StopTimer(CEvent const*)
 0001:00268520       CTaskComplexFollowNodeRoute::MakeAbortable(CPed *,int,CEvent const*)
 0001:00268D26       CTaskComplex::~CTaskComplex()
 0001:00268DA0       CTaskComplexWander::UpdateDir(CPed const*)
 0001:00268ED0       CTaskComplexWander::UpdatePathNodes(CPed const*,uchar,CNodeAddress &,CNodeAddress &,uchar &)
 0001:002691C0       CTaskComplexAvoidOtherPedWhileWandering::GetTaskType(void)
 0001:00269260       CTaskComplexAvoidOtherPedWhileWandering::MakeAbortable(CPed *,int,CEvent const*)
 0001:002692C0       CTaskComplexAvoidOtherPedWhileWandering::CreateNextSubTask(CPed *)
 0001:00269AD0       CTaskComplexAvoidEntity::GetTaskType(void)
 0001:00269D40       CTaskComplexAvoidEntity::MakeAbortable(CPed *,int,CEvent const*)
 0001:00269D70       CTaskComplexAvoidEntity::CreateNextSubTask(CPed *)
 0001:00269DE0       CTaskComplexAvoidEntity::ControlSubTask(CPed *)
 0001:0026A690       CTaskComplexGoToAttractor::GetTaskType(void)
 0001:0026A6B0       CTaskComplexGoToAttractor::MakeAbortable(CPed *,int,CEvent const*)
 0001:0026A6C0       CTaskComplexGoToAttractor::CreateNextSubTask(CPed *)
 0001:0026A710       CTaskComplexGoToAttractor::ControlSubTask(CPed *)
 0001:0026A780       CTaskComplexGoToPointAnyMeans::GetTaskType(void)
 0001:0026A900       CTaskComplexTurnToFaceEntityOrCoord::GetTaskType(void)
 0001:0026A9C0       CTaskComplexTurnToFaceEntityOrCoord::CreateNextSubTask(CPed *)
 0001:0026AA90       CTaskComplexFollowPatrolRoute::MakeAbortable(CPed *,int,CEvent const*)
 0001:0026AB00       CTaskComplexFollowPatrolRoute::ControlSubTask(CPed *)
 0001:0026AB90       CTaskComplexGotoDoorAndOpen::GetTaskType(void)
 0001:0026AC80       CTaskComplexGotoDoorAndOpen::MakeAbortable(CPed *,int,CEvent const*)
 0001:0026ACA0       CTaskComplexGotoDoorAndOpen::Clone(void)
 0001:0026AD40       CTaskComplexGotoDoorAndOpen::CreateFirstSubTask(CPed *)
 0001:0026B0D0       CTaskComplexGotoDoorAndOpen::CreateNextSubTask(CPed *)
 0001:0026B1F0       CTaskComplexGotoDoorAndOpen::ControlSubTask(CPed *)
 0001:0026B440       CTaskSimpleSlideToCoord::GetTaskType(void)
 0001:0026B4D0       CTaskSimpleSlideToCoord::MakeAbortable(CPed *,int,CEvent const*)
 0001:0026B4E0       CTaskSimpleSlideToCoord::ProcessPed(CPed *)
 0001:0026B790       CTaskComplexInvestigateDisturbance::GetTaskType(void)
 0001:0026B800       CTaskComplexInvestigateDisturbance::MakeAbortable(CPed *,int,CEvent const*)
 0001:0026B820       CTaskComplexInvestigateDisturbance::CreateFirstSubTask(CPed *)
 0001:0026BA30       CTaskComplexInvestigateDisturbance::ControlSubTask(CPed *)
 0001:0026BB20       CTaskComplexSeekEntity<CEntitySeekPosCalculatorRadiusAngleOffset>::GetTaskType(void)
 0001:0026BB30       CTaskComplexSeekEntity<CEntitySeekPosCalculatorRadiusAngleOffset>::MakeAbortable(CPed *,int,CEvent const*)
 0001:0026BB90       CTaskComplexSeekEntity<CEntitySeekPosCalculatorRadiusAngleOffset>::~CTaskComplexSeekEntity()
 0001:0026BC60       CTaskSimpleGoToPoint::Clone(void)
 0001:0026BCF0       CTaskSimpleAchieveHeading::Clone(void)
 0001:0026BD80       CTaskComplexGoToPointAiming::Clone(void)
 0001:0026BE10       CTaskComplexGoToPointShooting::Clone(void)
 0001:0026BEA0       CTaskComplexGoToPointAndStandStill::Clone(void)
 0001:0026BF30       CTaskComplexGoToPointAndStandStillTimed::Clone(void)
 0001:0026BFD0       CTaskComplexGoToPointAndStandStillAndAchieveHeading::Clone(void)
 0001:0026C050       CTaskComplexAvoidOtherPedWhileWandering::Clone(void)
 0001:0026C0C0       CTaskComplexAvoidEntity::Clone(void)
 0001:0026C130       CTaskComplexGoToAttractor::Clone(void)
 0001:0026C1E0       CTaskComplexGoToPointAnyMeans::Clone(void)
 0001:0026C250       CTaskComplexTurnToFaceEntityOrCoord::Clone(void)
 0001:0026C300       CTaskSimpleSlideToCoord::Clone(void)
 0001:0026C3D0       CTaskComplexInvestigateDisturbance::Clone(void)
 0001:0026C6F0       CTaskSimpleGoToPoint::~CTaskSimpleGoToPoint()
 0001:0026C710       CTaskSimpleGoToPoint::ProcessPed(CPed *)
 0001:0026CB60       CTaskSimpleAchieveHeading::~CTaskSimpleAchieveHeading()
 0001:0026CB80       CTaskComplexGoToPointAndStandStill::~CTaskComplexGoToPointAndStandStill()
 0001:0026CBA0       CTaskComplexGoToPointAndStandStill::CreateNextSubTask(CPed *)
 0001:0026CC40       CTaskComplexGoToPointAndStandStill::CreateFirstSubTask(CPed *)
 0001:0026CC70       CTaskComplexGoToPointAndStandStillTimed::~CTaskComplexGoToPointAndStandStillTimed()
 0001:0026CC90       CTaskComplexGoToPointAndStandStillTimed::CreateFirstSubTask(CPed *)
 0001:0026CCE0       CTaskComplexGoToPointAndStandStillTimed::ControlSubTask(CPed *)
 0001:0026CD50       CTaskComplexGoToPointAiming::~CTaskComplexGoToPointAiming()
 0001:0026CD70       CTaskComplexGoToPointAiming::CreateNextSubTask(CPed *)
 0001:0026CDB0       CTaskComplexGoToPointAiming::CreateFirstSubTask(CPed *)
 0001:0026CF80       CTaskComplexGoToPointShooting::~CTaskComplexGoToPointShooting()
 0001:0026CFB0       CTaskComplexGoToPointAndStandStillAndAchieveHeading::~CTaskComplexGoToPointAndStandStillAndAchieveHeading()
 0001:0026CFD0       CTaskComplexGoToPointAndStandStillAndAchieveHeading::CreateNextSubTask(CPed *)
 0001:0026D030       CTaskComplexGoToPointAndStandStillAndAchieveHeading::CreateFirstSubTask(CPed *)
 0001:0026D0B0       CTaskComplexFollowPointRoute::GetTaskType(void)
 0001:0026D320       CTaskComplexFollowPointRoute::CreateFirstSubTask(CPed *)
 0001:0026D860       CTaskComplexFollowPointRoute::ControlSubTask(CPed *)
 0001:0026DB60       CTaskComplexFollowNodeRoute::GetTaskType(void)
 0001:0026E4A0       CTaskComplexWanderGang::~CTaskComplexWanderGang()
 0001:0026E630       CTaskComplexWanderGang::GetWanderType(void)
 0001:0026E640       CTaskComplexWanderFlee::ScanForStuff(CPed *)
 0001:0026E650       CTaskComplexWander::~CTaskComplexWander()
 0001:0026E680       CTaskComplexAvoidOtherPedWhileWandering::~CTaskComplexAvoidOtherPedWhileWandering()
 0001:0026E6A0       CTaskComplexAvoidEntity::~CTaskComplexAvoidEntity()
 0001:0026F400       CTaskComplexGoToAttractor::~CTaskComplexGoToAttractor()
